,WT 21504029,R190W 21408046,R594Q 21615057,JLNS 21712024
Time,WT,LQT1_R190W,LQT1_R594Q,Compound JLNS
526.7999878,-79.55932617,-75.83312988,-77.67028809,-77.52075195
527,-79.50439453,-75.79345703,-77.63671875,-77.52990723
527.2000122,-79.53796387,-75.77819824,-77.70385742,-77.56652832
527.4000244,-79.54711914,-75.79650879,-77.74963379,-77.52380371
527.5999756,-79.48913574,-75.79345703,-77.68249512,-77.52075195
527.7999878,-79.51049805,-75.78430176,-77.67944336,-77.57263184
528,-79.46777344,-75.7598877,-77.69775391,-77.6184082
528.2000122,-79.50134277,-75.73242188,-77.77709961,-77.59399414
528.4000244,-79.50439453,-75.73852539,-77.78930664,-77.57568359
528.5999756,-79.47387695,-75.72631836,-77.81066895,-77.62451172
528.7999878,-79.46166992,-75.72937012,-77.8137207,-77.62756348
529,-79.51965332,-75.72631836,-77.84729004,-77.6184082
529.2000122,-79.47998047,-75.74157715,-77.81982422,-77.64892578
529.4000244,-79.47692871,-75.72021484,-77.83508301,-77.58178711
529.5999756,-79.47387695,-75.71411133,-77.83508301,-77.57873535
529.7999878,-79.41894531,-75.72937012,-77.83813477,-77.61535645
530,-79.42810059,-75.73547363,-77.87475586,-77.63366699
530.2000122,-79.40063477,-75.74768066,-77.85949707,-77.66418457
530.4000244,-79.37316895,-75.72021484,-77.80456543,-77.6550293
530.5999756,-79.40063477,-75.72937012,-77.83813477,-77.68249512
530.7999878,-79.39147949,-75.74462891,-77.8717041,-77.7130127
531,-79.41894531,-75.76599121,-77.86560059,-77.72827148
531.2000122,-79.36401367,-75.74768066,-77.7923584,-77.68859863
531.4000244,-79.33654785,-75.73547363,-77.77709961,-77.66113281
531.5999756,-79.35180664,-75.72937012,-77.7557373,-77.58789063
531.7999878,-79.34265137,-75.72631836,-77.81066895,-77.60314941
532,-79.30908203,-75.70800781,-77.80761719,-77.67944336
532.2000122,-79.35180664,-75.75073242,-77.77099609,-77.67944336
532.4000244,-79.37927246,-75.7232666,-77.74353027,-77.68859863
532.5999756,-79.36401367,-75.73242188,-77.8137207,-77.63366699
532.7999878,-79.33349609,-75.7598877,-77.78930664,-77.60925293
533,-79.36096191,-75.72937012,-77.73132324,-77.59094238
533.2000122,-79.32739258,-75.73547363,-77.67944336,-77.66418457
533.4000244,-79.34265137,-75.72021484,-77.74963379,-77.62145996
533.5999756,-79.3762207,-75.72631836,-77.74047852,-77.65197754
533.7999878,-79.39453125,-75.71716309,-77.67028809,-77.59399414
534,-79.37011719,-75.71411133,-77.70385742,-77.67028809
534.2000122,-79.38537598,-75.69580078,-77.70690918,-77.66418457
534.4000244,-79.39147949,-75.69274902,-77.6763916,-77.6550293
534.5999756,-79.40979004,-75.68054199,-77.64892578,-77.59399414
534.7999878,-79.40979004,-75.72937012,-77.66113281,-77.64892578
535,-79.41894531,-75.68359375,-77.63366699,-77.62756348
535.2000122,-79.4128418,-75.71411133,-77.60925293,-77.64892578
535.4000244,-79.37927246,-75.68054199,-77.62756348,-77.63061523
535.5999756,-79.38842773,-75.72021484,-77.65197754,-77.6550293
535.7999878,-79.40063477,-75.71411133,-77.63977051,-77.65197754
536,-79.44030762,-75.67749023,-77.59399414,-77.6763916
536.2000122,-79.44335938,-75.70800781,-77.62451172,-77.61535645
536.4000244,-79.44641113,-75.66223145,-77.62145996,-77.66113281
536.5999756,-79.43725586,-75.67749023,-77.57568359,-77.65808105
536.7999878,-79.44946289,-75.73242188,-77.60009766,-77.62451172
537,-79.46777344,-75.74462891,-77.56347656,-77.62451172
537.2000122,-79.44946289,-75.74157715,-77.61230469,-77.69470215
537.4000244,-79.50744629,-75.74462891,-77.54211426,-77.7130127
537.5999756,-79.52270508,-75.77209473,-77.47802734,-77.64892578
537.7999878,-79.51660156,-75.75683594,-77.4810791,-77.63061523
538,-79.50134277,-75.77514648,-77.47192383,-77.68249512
538.2000122,-79.47387695,-75.78125,-77.49938965,-77.65808105
538.4000244,-79.48303223,-75.75683594,-77.41394043,-77.66723633
538.5999756,-79.47998047,-75.77209473,-77.42004395,-77.70385742
538.7999878,-79.49523926,-75.78125,-77.41394043,-77.66723633
539,-79.50744629,-75.79040527,-77.47497559,-77.65197754
539.2000122,-79.5135498,-75.77514648,-77.4017334,-77.66113281
539.4000244,-79.51049805,-75.79956055,-77.41699219,-77.74353027
539.5999756,-79.53796387,-75.80566406,-77.38952637,-77.70996094
539.7999878,-79.54711914,-75.81176758,-77.45056152,-77.70690918
540,-79.56848145,-75.81481934,-77.39562988,-77.77709961
540.2000122,-79.58374023,-75.82397461,-77.37121582,-77.73742676
540.4000244,-79.55627441,-75.81787109,-77.45666504,-77.73742676
540.5999756,-79.53491211,-75.81481934,-77.47192383,-77.77709961
540.7999878,-79.59594727,-75.82397461,-77.44140625,-77.81982422
541,-79.59594727,-75.82092285,-77.45666504,-77.79846191
541.2000122,-79.58984375,-75.81481934,-77.46887207,-77.81066895
541.4000244,-79.55932617,-75.79650879,-77.46887207,-77.78015137
541.5999756,-79.53186035,-75.77514648,-77.41699219,-77.7557373
541.7999878,-79.5501709,-75.77514648,-77.38952637,-77.75878906
542,-79.50134277,-75.78430176,-77.47802734,-77.76489258
542.2000122,-79.52880859,-75.75378418,-77.4230957,-77.78625488
542.4000244,-79.51049805,-75.75683594,-77.4597168,-77.82592773
542.5999756,-79.51049805,-75.82702637,-77.48413086,-77.79541016
542.7999878,-79.54711914,-75.78125,-77.48413086,-77.81066895
543,-79.53186035,-75.76904297,-77.49633789,-77.84118652
543.2000122,-79.53796387,-75.77819824,-77.50854492,-77.88696289
543.4000244,-79.52880859,-75.76904297,-77.47497559,-77.86865234
543.5999756,-79.4921875,-75.72631836,-77.50549316,-77.81982422
543.7999878,-79.48608398,-75.75683594,-77.50854492,-77.89611816
544,-79.54406738,-75.78735352,-77.44750977,-77.84729004
544.2000122,-79.52880859,-75.75073242,-77.46887207,-77.85949707
544.4000244,-79.51660156,-75.74462891,-77.52990723,-77.94799805
544.5999756,-79.53491211,-75.75073242,-77.49023438,-77.88391113
544.7999878,-79.53491211,-75.75378418,-77.48413086,-77.89001465
545,-79.55322266,-75.77209473,-77.55432129,-77.93273926
545.2000122,-79.52880859,-75.78125,-77.55737305,-77.91748047
545.4000244,-79.5501709,-75.75378418,-77.53295898,-77.9083252
545.5999756,-79.57458496,-75.76293945,-77.56958008,-77.92053223
545.7999878,-79.54101563,-75.77514648,-77.60314941,-77.88391113
546,-79.48608398,-75.76904297,-77.58483887,-77.9083252
546.2000122,-79.4921875,-75.74462891,-77.6763916,-77.96325684
546.4000244,-79.48608398,-75.75683594,-77.7130127,-77.93884277
546.5999756,-79.45251465,-75.79956055,-77.66418457,-77.94494629
546.7999878,-79.46166992,-75.78735352,-77.74353027,-77.97851563
547,-79.47692871,-75.76293945,-77.77404785,-77.97546387
547.2000122,-79.43725586,-75.7598877,-77.80456543,-77.99682617
547.4000244,-79.44335938,-75.76904297,-77.78930664,-77.99987793
547.5999756,-79.3762207,-75.75073242,-77.78930664,-78.03344727
547.7999878,-79.42810059,-75.76904297,-77.78320313,-78.05786133
548,-79.45251465,-75.78430176,-77.81982422,-78.07312012
548.2000122,-79.38537598,-75.77209473,-77.82897949,-78.0456543
548.4000244,-79.37927246,-75.76904297,-77.83508301,-78.0670166
548.5999756,-79.3762207,-75.78430176,-77.84118652,-78.08532715
548.7999878,-79.38537598,-75.75378418,-77.78625488,-78.0456543
549,-79.40063477,-75.77514648,-77.80151367,-77.99987793
549.2000122,-79.34265137,-75.79040527,-77.8503418,-78.03344727
549.4000244,-79.30297852,-75.82092285,-77.87780762,-78.09753418
549.5999756,-79.3182373,-75.81787109,-77.86560059,-78.0456543
549.7999878,-79.30603027,-75.80566406,-77.88391113,-77.99987793
550,-79.29382324,-75.80566406,-77.81677246,-78.04870605
550.2000122,-79.3182373,-75.79345703,-77.8717041,-78.04260254
550.4000244,-79.35180664,-75.84533691,-77.9296875,-78.06091309
550.5999756,-79.32739258,-75.8392334,-77.93273926,-78.03649902
550.7999878,-79.28466797,-75.8392334,-77.94494629,-78.07006836
551,-79.34570313,-75.79956055,-77.93884277,-78.0670166
551.2000122,-79.28466797,-75.79956055,-77.94494629,-78.07312012
551.4000244,-79.33654785,-75.83312988,-77.96936035,-78.14331055
551.5999756,-79.33044434,-75.8392334,-77.92663574,-78.03955078
551.7999878,-79.33044434,-75.86669922,-77.9510498,-78.08227539
552,-79.32128906,-75.85144043,-77.97851563,-78.08227539
552.2000122,-79.37011719,-75.84838867,-78.03955078,-78.09448242
552.4000244,-79.36401367,-75.85754395,-78.02124023,-78.09143066
552.5999756,-79.38537598,-75.85754395,-77.95715332,-78.06091309
552.7999878,-79.37927246,-75.87280273,-77.93273926,-78.07006836
553,-79.39453125,-75.88195801,-77.98461914,-78.00598145
553.2000122,-79.4128418,-75.88195801,-77.93884277,-78.04260254
553.4000244,-79.40063477,-75.86975098,-77.97851563,-78.06396484
553.5999756,-79.39453125,-75.85449219,-77.8717041,-78.13415527
553.7999878,-79.39453125,-75.87585449,-77.90222168,-78.10058594
554,-79.41894531,-75.88806152,-77.97241211,-78.11889648
554.2000122,-79.43725586,-75.87585449,-77.97241211,-78.06091309
554.4000244,-79.39758301,-75.86975098,-77.96020508,-78.08837891
554.5999756,-79.43725586,-75.86364746,-77.99682617,-78.04260254
554.7999878,-79.40979004,-75.87585449,-77.93273926,-78.05786133
555,-79.45251465,-75.90332031,-77.96325684,-78.08837891
555.2000122,-79.4128418,-75.85754395,-77.89916992,-78.08532715
555.4000244,-79.44641113,-75.88195801,-77.87780762,-78.13415527
555.5999756,-79.47998047,-75.86975098,-77.9083252,-78.13415527
555.7999878,-79.48913574,-75.90332031,-77.91137695,-78.10058594
556,-79.53186035,-75.86669922,-77.92663574,-78.09143066
556.2000122,-79.52575684,-75.87890625,-77.97241211,-78.12194824
556.4000244,-79.54406738,-75.88806152,-77.96936035,-78.11889648
556.5999756,-79.57763672,-75.90026855,-77.99682617,-78.10974121
556.7999878,-79.57458496,-75.91247559,-77.97851563,-78.13415527
557,-79.58679199,-75.90026855,-77.96936035,-78.09753418
557.2000122,-79.58984375,-75.9185791,-77.92053223,-78.07312012
557.4000244,-79.61425781,-75.91247559,-77.92358398,-78.09753418
557.5999756,-79.67834473,-75.86669922,-77.96936035,-78.10058594
557.7999878,-79.68139648,-75.88500977,-77.92358398,-78.05480957
558,-79.69665527,-75.88806152,-77.92663574,-78.10668945
558.2000122,-79.72106934,-75.88195801,-77.88391113,-78.13415527
558.4000244,-79.75463867,-75.88195801,-77.93273926,-78.20129395
558.5999756,-79.81262207,-75.87585449,-77.91748047,-78.17993164
558.7999878,-79.83703613,-75.89111328,-77.93884277,-78.14025879
559,-79.86450195,-75.86975098,-77.99377441,-78.125
559.2000122,-79.80041504,-75.87280273,-77.99987793,-78.12805176
559.4000244,-79.85534668,-75.85449219,-78.0090332,-78.15856934
559.5999756,-79.87060547,-75.8605957,-77.97241211,-78.13415527
559.7999878,-79.87976074,-75.85754395,-78.04260254,-78.11279297
560,-79.88586426,-75.83618164,-78.03649902,-78.125
560.2000122,-79.90112305,-75.85144043,-77.9876709,-78.17382813
560.4000244,-79.93774414,-75.89111328,-77.99377441,-78.11889648
560.5999756,-79.95605469,-75.85449219,-77.98461914,-78.17382813
560.7999878,-79.94995117,-75.85754395,-78.0670166,-78.12194824
561,-79.98657227,-75.84228516,-78.07617188,-78.16162109
561.2000122,-80.01708984,-75.84838867,-78.06091309,-78.17687988
561.4000244,-80.00793457,-75.85754395,-78.125,-78.15551758
561.5999756,-80.04455566,-75.84228516,-78.20129395,-78.25622559
561.7999878,-80.02319336,-75.82092285,-78.22570801,-78.25927734
562,-80.00793457,-75.8392334,-78.2043457,-78.2043457
562.2000122,-80.05981445,-75.82092285,-78.16467285,-78.21960449
562.4000244,-80.0994873,-75.78125,-78.15246582,-78.17993164
562.5999756,-80.09033203,-75.79345703,-78.11279297,-78.23486328
562.7999878,-80.0994873,-75.75378418,-78.1463623,-78.22570801
563,-80.07202148,-75.73547363,-78.125,-78.2623291
563.2000122,-80.11474609,-75.76293945,-78.15856934,-78.25927734
563.4000244,-80.08117676,-75.74768066,-78.23181152,-78.22265625
563.5999756,-80.09643555,-75.74157715,-78.25927734,-78.23486328
563.7999878,-80.0567627,-75.7232666,-78.20129395,-78.25317383
564,-80.10559082,-75.72631836,-78.19824219,-78.22570801
564.2000122,-80.13000488,-75.68969727,-78.19824219,-78.27453613
564.4000244,-80.14526367,-75.72631836,-78.25012207,-78.28369141
564.5999756,-80.10559082,-75.68664551,-78.25927734,-78.33251953
564.7999878,-80.10253906,-75.67443848,-78.27453613,-78.35083008
565,-80.13916016,-75.6652832,-78.28979492,-78.33557129
565.2000122,-80.1361084,-75.65612793,-78.25622559,-78.35693359
565.4000244,-80.16357422,-75.66223145,-78.28369141,-78.31420898
565.5999756,-80.13305664,-75.64086914,-78.30810547,-78.3416748
565.7999878,-80.10559082,-75.61950684,-78.30200195,-78.30810547
566,-80.16052246,-75.62866211,-78.32946777,-78.29589844
566.2000122,-80.17578125,-75.63476563,-78.37524414,-78.39660645
566.4000244,-80.21240234,-75.63476563,-78.32946777,-78.3416748
566.5999756,-80.23376465,-75.59204102,-78.29589844,-78.32946777
566.7999878,-80.21850586,-75.57983398,-78.28674316,-78.37524414
567,-80.20019531,-75.52185059,-78.33862305,-78.3782959
567.2000122,-80.1940918,-75.49438477,-78.33251953,-78.27758789
567.4000244,-80.20935059,-75.49438477,-78.38439941,-78.39050293
567.5999756,-80.23681641,-75.48828125,-78.33557129,-78.37524414
567.7999878,-80.2520752,-75.45776367,-78.38745117,-78.37524414
568,-80.20019531,-75.4699707,-78.42407227,-78.3996582
568.2000122,-80.17578125,-75.46691895,-78.44238281,-78.39660645
568.4000244,-80.20019531,-75.46386719,-78.45458984,-78.39050293
568.5999756,-80.20629883,-75.42419434,-78.46069336,-78.42712402
568.7999878,-80.24597168,-75.39367676,-78.38745117,-78.44238281
569,-80.20324707,-75.38146973,-78.41186523,-78.46984863
569.2000122,-80.19714355,-75.390625,-78.46374512,-78.48205566
569.4000244,-80.23681641,-75.35400391,-78.46374512,-78.48815918
569.5999756,-80.2734375,-75.35705566,-78.47290039,-78.47290039
569.7999878,-80.26733398,-75.28381348,-78.48205566,-78.48510742
570,-80.25512695,-75.32348633,-78.54919434,-78.44543457
570.2000122,-80.24597168,-75.31433105,-78.50036621,-78.38745117
570.4000244,-80.24597168,-75.27770996,-78.43933105,-78.46069336
570.5999756,-80.26123047,-75.27160645,-78.4576416,-78.49731445
570.7999878,-80.22766113,-75.23193359,-78.46679688,-78.48510742
571,-80.18798828,-75.23803711,-78.52478027,-78.47290039
571.2000122,-80.16967773,-75.18615723,-78.4942627,-78.50646973
571.4000244,-80.20629883,-75.18920898,-78.45458984,-78.46069336
571.5999756,-80.14831543,-75.15258789,-78.46984863,-78.48205566
571.7999878,-80.18798828,-75.1373291,-78.42407227,-78.515625
572,-80.16052246,-75.1159668,-78.41491699,-78.47290039
572.2000122,-80.16357422,-75.10070801,-78.45458984,-78.44848633
572.4000244,-80.17272949,-75.06103516,-78.49121094,-78.42102051
572.5999756,-80.17272949,-75.02746582,-78.515625,-78.46374512
572.7999878,-80.20324707,-75.01525879,-78.50646973,-78.54309082
573,-80.20935059,-75.00305176,-78.4942627,-78.51867676
573.2000122,-80.17883301,-74.97253418,-78.4942627,-78.41491699
573.4000244,-80.15441895,-74.95117188,-78.52783203,-78.42407227
573.5999756,-80.17883301,-74.90844727,-78.48205566,-78.44543457
573.7999878,-80.16052246,-74.87487793,-78.47900391,-78.50952148
574,-80.16357422,-74.86572266,-78.46069336,-78.50341797
574.2000122,-80.16052246,-74.82299805,-78.4576416,-78.49731445
574.4000244,-80.14221191,-74.77722168,-78.47595215,-78.46984863
574.5999756,-80.17883301,-74.73754883,-78.44848633,-78.48815918
574.7999878,-80.17883301,-74.76501465,-78.46069336,-78.44543457
575,-80.19714355,-74.69177246,-78.43322754,-78.4576416
575.2000122,-80.20019531,-74.66430664,-78.37524414,-78.47900391
575.4000244,-80.23986816,-74.65209961,-78.36608887,-78.3996582
575.5999756,-80.20629883,-74.65515137,-78.3996582,-78.46374512
575.7999878,-80.16967773,-74.6307373,-78.40270996,-78.4362793
576,-80.18493652,-74.55749512,-78.38745117,-78.4576416
576.2000122,-80.20019531,-74.55749512,-78.39355469,-78.45153809
576.4000244,-80.24291992,-74.56359863,-78.31115723,-78.4362793
576.5999756,-80.25817871,-74.54528809,-78.27758789,-78.42102051
576.7999878,-80.26733398,-74.52697754,-78.27758789,-78.35998535
577,-80.23986816,-74.50256348,-78.2623291,-78.41491699
577.2000122,-80.2734375,-74.47814941,-78.29284668,-78.40270996
577.4000244,-80.27038574,-74.45373535,-78.32641602,-78.40881348
577.5999756,-80.27038574,-74.42626953,-78.25317383,-78.35693359
577.7999878,-80.2520752,-74.39575195,-78.26538086,-78.40576172
578,-80.24597168,-74.36828613,-78.28063965,-78.43017578
578.2000122,-80.28869629,-74.31945801,-78.17382813,-78.40881348
578.4000244,-80.2947998,-74.32556152,-78.17382813,-78.41796875
578.5999756,-80.28869629,-74.31640625,-78.22570801,-78.36303711
578.7999878,-80.28869629,-74.29199219,-78.24401855,-78.3996582
579,-80.29785156,-74.23095703,-78.21350098,-78.42712402
579.2000122,-80.27954102,-74.18212891,-78.21655273,-78.43322754
579.4000244,-80.2520752,-74.16992188,-78.21960449,-78.43322754
579.5999756,-80.28869629,-74.16687012,-78.13415527,-78.43322754
579.7999878,-80.26428223,-74.1027832,-78.16467285,-78.4362793
580,-80.28259277,-74.08752441,-78.19824219,-78.38439941
580.2000122,-80.27648926,-74.07226563,-78.20739746,-78.40881348
580.4000244,-80.24291992,-74.06005859,-78.17687988,-78.39355469
580.5999756,-80.26733398,-74.02954102,-78.18603516,-78.42712402
580.7999878,-80.2520752,-73.98986816,-78.15246582,-78.42407227
581,-80.27648926,-73.95935059,-78.17382813,-78.3996582
581.2000122,-80.22460938,-73.94714355,-78.15856934,-78.45153809
581.4000244,-80.25817871,-73.93798828,-78.19213867,-78.47290039
581.5999756,-80.25512695,-73.87695313,-78.15856934,-78.46679688
581.7999878,-80.26733398,-73.85864258,-78.20129395,-78.52478027
582,-80.23376465,-73.85559082,-78.25927734,-78.5369873
582.2000122,-80.23376465,-73.81286621,-78.25622559,-78.48510742
582.4000244,-80.22155762,-73.84033203,-78.22875977,-78.50036621
582.5999756,-80.21850586,-73.79455566,-78.18603516,-78.47290039
582.7999878,-80.26123047,-73.72436523,-78.24401855,-78.52478027
583,-80.26733398,-73.67858887,-78.27453613,-78.55529785
583.2000122,-80.26428223,-73.67858887,-78.27453613,-78.53393555
583.4000244,-80.25817871,-73.6541748,-78.31115723,-78.54003906
583.5999756,-80.24902344,-73.60534668,-78.32336426,-78.51867676
583.7999878,-80.28869629,-73.59008789,-78.29284668,-78.52478027
584,-80.26123047,-73.56567383,-78.3416748,-78.53088379
584.2000122,-80.20629883,-73.52600098,-78.35998535,-78.515625
584.4000244,-80.21850586,-73.50769043,-78.34472656,-78.54309082
584.5999756,-80.20935059,-73.48937988,-78.35083008,-78.46984863
584.7999878,-80.18798828,-73.46801758,-78.38439941,-78.48205566
585,-80.20629883,-73.44055176,-78.39355469,-78.54919434
585.2000122,-80.17883301,-73.43444824,-78.35693359,-78.55529785
585.4000244,-80.17272949,-73.38256836,-78.35693359,-78.52172852
585.5999756,-80.17578125,-73.36730957,-78.38745117,-78.54919434
585.7999878,-80.14221191,-73.34289551,-78.47290039,-78.5369873
